2:52:29,Lift Departure,L2,14
2:52:49,Passenger Arrival,2,
2:52:53,Passenger Arrival,1,
2:52:59,Passenger Arrival,1,
2:52:59,Enter Lift,L2,0
2:53:35,Lift Stopped,L3,12
2:54:18,Lift Stopped,L3,2
2:54:24,Lift Departure,L1,23
2:54:38,Passenger Arrival,1,
2:54:38,Button Pressed,G14U21D,
2:54:38,Lift Departure,L3,G
2:54:38,Enter Lift,L3,0
2:55:41,Passenger Arrival,2,
2:55:41,Button Pressed,13I14D22D,
2:55:41,Lift Departure,L2,14
2:56:48,Enter Lift,L2,0
2:57:42,Passenger Arrival,2,
2:57:42,Button Pressed,11I10D15D,
2:57:42,Lift Departure,L2,10
2:58:14,Passenger Arrival,1,
2:58:40,Passenger Arrival,1,
2:58:42,Enter Lift,L2,0
2:58:58,Passenger Arrival,5,
2:58:58,Button Pressed,G3U4U,
2:58:58,Lift Departure,L3,G
2:58:58,Enter Lift,L3,0
2:59:57,Passenger Arrival,3,
2:59:57,Button Pressed,13U4D9I,
2:59:57,Lift Departure,L2,4
3:00:11,Passenger Arrival,1,
3:00:21,Enter Lift,L2,0
3:00:57,Passenger Arrival,1,
3:00:57,Button Pressed,12D16IG,
3:00:57,Lift Departure,L1,G
3:00:57,Enter Lift,L1,0
3:01:26,Passenger Arrival,1,
3:01:26,Button Pressed,3D22I12I,
3:01:26,Lift Departure,L3,3
3:01:31,Passenger Arrival,2,
3:01:48,Enter Lift,L3,0
3:01:58,Passenger Arrival,1,
3:01:58,Button Pressed,2I20D11D,
3:01:58,Lift Departure,L1,11
3:02:01,Passenger Arrival,2,
3:02:22,Passenger Arrival,1,
3:02:36,Lift Stopped,L1,1
3:02:55,Passenger Arrival,1,
3:03:07,Passenger Arrival,1,
3:03:08,Enter Lift,L1,0
3:03:31,Passenger Arrival,2,
3:03:31,Button Pressed,18I8D3I,
3:03:31,Lift Departure,L2,8
3:03:35,Passenger Arrival,2,
3:03:49,Lift Stopped,L2,3
3:04:00,Passenger Arrival,1,
3:04:11,Lift Stopped,L2,2
3:04:38,Enter Lift,L2,0
3:05:18,Passenger Arrival,1,
3:05:18,Button Pressed,G6U14U,
3:05:18,Lift Departure,L3,G
3:05:18,Enter Lift,L3,0
3:05:25,Passenger Arrival,4,
3:05:29,Button Pressed,1U8U16U,
3:05:58,Lift Departure,L3,3
3:06:16,Enter Lift,L3,0
3:06:19,Passenger Arrival,3,
